id,word,moe_level,kk_phonetics,definition_zh,example_sentence,sentence_zh,cefr_level,grammar_pattern,word_count,subject_type,source,reviewed,notes
6964,infant,4,'ɪnfənt,(名) 嬰兒；幼兒　(形) 嬰幼的；初期的,The infant who was born prematurely required special medical care and attention.,那個早產的嬰兒需要特殊的醫療照顧和關注。,A2,adj_clause,12,noun (infant),Claude AI,,
6965,infantry,,'ɪnfəntrɪ,(名) 步兵；步兵部隊,"If the infantry were equipped with modern weapons, the battle would be won more easily.",如果步兵配備現代武器，這場戰役會更容易贏得勝利。,B1,conditional_1,13,noun,Claude AI,,
6966,infect,5,ɪn'fɛkt,(動) 使感染；傳染　(名) 感染,Eating unwashed vegetables can infect your digestive system with harmful bacteria.,吃未洗淨的蔬菜會讓有害細菌感染你的消化系統。,B1,simple,11,noun(vegetables),Claude AI,,
6967,infected,,ɪn'fɛktɪd,(形) 受感染的；被感染的　(動) 感染；傳染,Doctors prescribed antibiotics to treat the infected wound and prevent serious complications.,醫生開了抗生素來治療受感染的傷口，以防止嚴重併發症。,B1,infinitive_purpose,11,noun,Claude AI,,
6968,infecting,,ɪn'fɛktɪŋ,(動) 感染；傳染,The virus infecting thousands of people spread rapidly through the community.,感染數千人的病毒在社區中迅速傳播。,B1,compound,12,noun,Claude AI,,
6969,infection,4,ɪn'fɛkʃən,(名) 感染；傳染；感染症,"Because bacterial infection spreads rapidly, doctors prescribed antibiotics immediately to prevent serious complications.",因為細菌感染快速擴散，醫生立即開了抗生素以防止嚴重併發症。,B1,adv_clause,12,noun,Claude AI,,
6970,infectious,6,ɪn'fɛkʃəs,(形) 有傳染性的；會傳染的；引起傳播的,"Having caught the flu, Maria spread the infectious disease to her classmates during exam week.",瑪麗亞染上流感後，在考試週將這種傳染病傳給了她的同學。,B1-B2,participial_perf,12,proper_noun,Claude AI,,
6971,infer,6,ɪn'fɝ,(動) 推論；推斷；暗示,The detective inferred the suspect's guilt from clues that were found at the crime scene.,偵探從在犯罪現場發現的線索推斷出嫌疑人有罪。,B1,adj_clause,13,noun (detective),Claude AI,,
6972,inferior,3,ɪn'fɪrɪr,(形) 較差的；低級的；下位的,Low-quality materials and poor workmanship make this product clearly inferior to competitors' offerings.,低劣的材料和糟糕的工藝使這款產品明顯不如競爭對手的產品。,A2,compound,12,product/object,Claude AI,,
6973,infertile,,ɪn'fɝtəl,(形) 不肥沃的；貧瘠的；不孕的,"If the farmland were not infertile, farmers would produce much more rice for Taiwan's food security.",如果農地不是不肥沃的，農民就能為台灣的糧食安全生產更多米。,B1,conditional_2,13,noun_phrase,Claude AI,,
6974,infinite,5,'ɪnfənɪt,(形) 無限的；無窮的　(名) 無限；無窮,The universe contains an infinite number of stars beyond our imagination.,宇宙包含無限數量的星星，超越我們的想像。,B1,simple,11,noun,Claude AI,,
6975,infirmary,,ɪn'fɝmərɪ,(名) 學校或機構內的醫務室；小型醫院,"Feeling dizzy during class, the student went to the infirmary seeking medical attention immediately.",在課堂上感到暈眩，該學生立即去醫務室尋求醫療協助。,B1,participial,12,noun,Claude AI,,
6976,infirmity,,ɪn'fɝmɪtɪ,(名) 虛弱；衰弱；疾病,"Although the elderly man suffered from various infirmities, he remained optimistic about life.",雖然這位老人遭受各種疾病困擾，但他對生活仍保持樂觀態度。,B1,adv_clause,12,noun,Claude AI,,
6977,inflame,,ɪn'flem,(動) 使發炎；激怒；加劇,Never should inflammatory comments inflame tensions between different social groups.,煽動性評論絕不應該激化不同社群之間的緊張關係。,B1-B2,inversion,12,noun (comments),Claude AI,,
6978,inflamed,,ɪn'flemd,(形) 發炎的；紅腫的；激怒的,"The athlete's knee, which was inflamed from the injury, required immediate medical attention.",那位運動員的膝蓋因受傷而發炎，需要立即就醫。,B1,adj_clause,13,noun,Claude AI,,
6979,inflammable,,ɪn'flæməbl,(形) 易燃的；可燃的；容易激怒的,The factory installed fire extinguishers to prevent inflammable materials from catching fire.,工廠安裝滅火器以防止易燃物質著火。,B1,infinitive_purpose,12,noun,Claude AI,,
6980,inflammation,,ɪn'flæməʃən,(名) 發炎；炎症；激怒,The inflammation in the patient's knee joint caused severe pain and swelling.,患者膝關節的發炎造成了嚴重的疼痛和腫脹。,B1,compound,12,noun,Claude AI,,
6981,inflammatory,,ɪn'flæmətɔri,(形) 炎症性的；發炎的；煽動性的,The doctor said the patient's inflammatory response caused swelling and pain.,醫生說患者的炎症反應引起了腫脹和疼痛。,B1,simple,12,noun,Claude AI,,
6982,inflammotory,,ɪn'flæmətɔri,(形) 發炎的；炎症性的；煽動性的,"Although the patient's inflammatory response decreased, the doctor continued monitoring his condition carefully.",雖然患者的炎症反應減少了，但醫生仍然繼續仔細監測他的狀況。,B1,adv_clause,12,noun,Claude AI,,
6983,inflatable,,ɪn'flɛtəbl,(形) 可充氣的；膨脹的,"Being lightweight and portable, inflatable boats are perfect for weekend camping trips near Taiwanese rivers.",充氣船重量輕且便於攜帶，非常適合週末在台灣河流附近的露營之旅。,B1,participial,13,noun (inflatable boats),Claude AI,,
6984,inflate,,ɪn'flet,(動) 充氣；膨脹；誇大,The balloon that children inflate at the party floats high into the sky.,孩子們在派對上充氣的氣球飄向高空。,B1,adj_clause,12,noun,Claude AI,,
6985,inflation,4,ɪn'fleʃən,(名) 通貨膨脹；物價上升；充氣,"If the central bank does not control inflation, the purchasing power of citizens will decrease significantly.",如果中央銀行無法控制通貨膨脹，國民的購買力將大幅下降。,B1,conditional_1,13,noun_phrase,Claude AI,,
6986,inflict,6,ɪn'flɪkt,(動) 造成；使承受；強加,The storm inflicted severe damage on coastal villages throughout the region.,這場暴風雨對整個地區的沿海村莊造成了嚴重的損害。,B1,simple,12,noun,Claude AI,,
6987,influence,2,'ɪnfluəns,(名) 影響；影響力　(動) 影響；左右,Good teachers often influence students to pursue their dreams and achieve success.,好老師常常影響學生去追求夢想並取得成功。,B1,infinitive_purpose,12,noun,Claude AI,,
6988,influencer,,'ɪnfluɛnsɚ,(名) 網紅；有影響力的人；社群媒體上的知名人物,Popular social media influencers often promote products to their millions of followers.,受歡迎的社群媒體網紅經常向數百萬粉絲推廣產品。,B1,compound,11,noun,Claude AI,,
6989,influential,4,ɪn'fluənʃəl,(形) 有影響力的；有勢力的,"Because the scientist was influential in the field, many students followed his research method.",因為這位科學家在該領域很有影響力，許多學生都跟隨他的研究方法。,B1,adv_clause,12,noun,Claude AI,,
6990,influenza,,ɪn'fluənzə,(名) 流感；流行性感冒,"Having contracted influenza last winter, the athlete missed three important competitions.",在去年冬天染上流感後，這位運動員錯過了三場重要比賽。,B1,participial_perf,12,noun_phrase,Claude AI,,
6991,influx,,'ɪnflʌks,(名) 大量涌入；流入　(動) 涌入；流入,The influx of tourists that occurred during summer vacation created traffic jams in the city.,夏假期間發生的大量遊客湧入造成城市交通堵塞。,B1,adj_clause,12,noun,Claude AI,,
6992,inform,3,ɪn'fɔrm,(動) 通知；告訴；提供資訊,The school will inform all students and parents about the schedule change.,學校將通知所有學生和家長關於課程安排的變更。,A2,compound,12,noun (school),Claude AI,,
6993,informal,,ɪn'fɔrməl,(形) 非正式的；不正規的；隨便的,"If the meeting were informal, employees would feel more comfortable sharing honest opinions.",如果會議是非正式的，員工會更樂意分享誠實的想法。,B1,conditional_2,12,noun,Claude AI,,
6994,information,3,ˌɪnfɚ'meʃən,(名) 信息；資訊；情報,The teacher provided useful information about the college entrance exam.,老師提供了關於大學入學考試的有用信息。,A2,simple,11,noun,Claude AI,,
6995,informative,4,ɪn'fɔrmətɪv,(形) 提供資訊的；有教育意義的；富有啟發性的,"Providing detailed explanations, the teacher's informative lecture helped students understand complex grammar concepts.",老師提供詳細的說明，其內容豐富的講課幫助學生理解複雜的文法概念。,B1,participial,12,noun (teacher's lecture),Claude AI,,
6996,informed,,ɪn'fɔrmd,(形) 知情的；了解情況的　(動) 告知；通知,"Informed about the exam schedule, students could prepare their study plans more effectively.",既然得到了考試時間表的通知，學生們就能更有效地準備他們的讀書計畫。,B1,adv_clause,13,noun,Claude AI,,
6997,infotainment,,ˌɪnfo'tenmənt,(名) 資訊娛樂；寓教於樂的媒體內容,Only through well-designed infotainment programs can young audiences learn while having genuine fun.,只有透過設計良好的資訊娛樂節目，年輕觀眾才能邊學習邊真正享受樂趣。,B1,inversion,12,noun_phrase,Claude AI,,
6998,infraction,,ɪn'frækʃən,(名) 違反；輕微違法行為；侵害,The parking infraction that the driver received was a minor violation of traffic rules.,駕駛人收到的停車違規是對交通規則的輕微違反。,B1,adj_clause,12,noun,Claude AI,,
6999,infrastructure,5,'ɪnfrəstrʌktʃɚ,(名) 基礎設施；基礎建設；公共設施,The government invested in infrastructure to improve transportation and reduce traffic congestion.,政府投資基礎設施以改善交通運輸並減少交通擁堵。,B1,infinitive_purpose,12,noun,Claude AI,,
7000,infrequent,,ɪn'frikwənt,(形) 不頻繁的；罕見的；稀少的,Infrequent visits to the dentist can lead to serious tooth problems over time.,不經常看牙醫會導致牙齒問題隨著時間變得嚴重。,B1,compound,12,noun_phrase,Claude AI,,
7001,infrequently,,ɪn'frikwəntlɪ,(副) 不頻繁地；很少地,"Sarah visits her grandparents infrequently, usually only during summer vacation.",莎拉不常拜訪祖父母，通常只在暑假時去。,B1,simple,12,noun,Claude AI,,
7002,infringe,,ɪn'frɪndʒ,(動) 侵犯；違反　侵害；冒犯,"Although the company claimed to innovate freely, their new design infringed on the patent that the competitor had registered years ago.",雖然該公司聲稱可自由創新，但他們的新設計卻侵犯了競爭對手多年前註冊的專利。,B1,adv_clause,22,noun (company),Claude AI,,
7003,infuriate,,ɪn'fjʊriet,(動) 激怒；惹怒,"Seeing the unfair test results, students felt infuriated by the teacher's unclear grading system.",看到不公平的測驗成績，學生對老師不清楚的評分制度感到激怒。,B1,participial,12,noun (students),Claude AI,,
7004,infusion,,ɪn'fjuʒən,(名) 注入；灌輸；浸泡,The infusion of traditional values into modern education is a practice that many Taiwanese schools embrace.,將傳統價值觀注入現代教育的做法是許多臺灣學校所采納的實踐。,B1,adj_clause,14,noun,Claude AI,,
7005,ingenious,,ɪn'dʒɛnjəs,(形) 聰慧的；富有創意的；巧妙的,"If the engineer designs an ingenious solution, the factory will reduce production costs significantly.",如果工程師設計出巧妙的解決方案，工廠將大幅降低生產成本。,B1,conditional_1,13,noun,Claude AI,,
7006,ingenuity,,ɪn'dʒɛnuəti,(名) 聰慧；機智；創意,The engineer's ingenuity solved the problem in an unexpected way.,這位工程師的機智以意想不到的方式解決了問題。,B1,simple,10,noun,Claude AI,,
7007,ingest,,ɪn'dʒɛst,(動) 吞嚥；攝入；食用,Doctors advise patients to ingest plenty of water daily for better health.,醫生建議患者每天攝入大量水分以保持健康。,B1,infinitive_purpose,11,noun,Claude AI,,
7008,ingestible,,ɪn'dʒɛstəbəl,(形) 可吞嚥的；可食用的,The new ingestible capsule sensor helps doctors monitor patients' digestive health without surgery.,這種新的可吞嚥膠囊感應器幫助醫生在不進行手術的情況下監測患者的消化道健康。,B1,compound,15,noun,Claude AI,,
7009,ingestion,,ɪn'dʒɛstʃən,(名) 攝取；吞嚥；食物進入體內,"Because ingestion of contaminated water causes serious illness, the school provided bottled water during the field trip.",因為攝取受污染的水會導致嚴重疾病，學校在戶外教學期間提供瓶裝水。,B1,adv_clause,12,gerund (ingestion of contaminated water),Claude AI,,
7010,ingrain,,ɪn'gren,(動) 深深種植；使根深蒂固,"Having ingrained good study habits since childhood, the student found exam preparation manageable and efficient.",由於從小就養成了良好的學習習慣，這位學生發現考試準備既易於管理又有效率。,B1-B2,participial_perf,12,noun (the student),Claude AI,,
7011,ingrained,,ɪn'grend,(形) 根深蒂固的；牢固的　(動) 深深植入；使根深蒂固,"Traditional values, which are deeply ingrained in Taiwanese society, influence generational attitudes toward family.",傳統價值觀，這些在台灣社會中根深蒂固的信念，影響著一代人對家庭的態度。,B1,adj_clause,13,noun,Claude AI,,
7012,ingratiate,,ɪn'greʃˌeit,(動) 討好；逢迎；使自己受歡迎,Flattering the boss and bringing gifts every day are ways to ingratiate oneself with authority.,每天奉承老闆和帶禮物是討好權威人士的方式。,B1,compound,12,gerund; noun,Claude AI,,
7013,ingratiating,,ɪn'ɡreʃɪˌetɪŋ,(形) 討好的；奉承的　(動) 討好；獲得好感,"If the candidate adopted an ingratiating tone during the interview, employers would likely view him more favorably.",如果該候選人在面試中採取討好的語調，雇主可能會對他更有利。,B1,conditional_2,13,noun (candidate),Claude AI,,
7014,ingredient,4,ɪn'grɛdɪənt,(名) 材料；配料；要素,"The main ingredients for this cake are flour, eggs, and butter.",這個蛋糕的主要材料是麵粉、雞蛋和奶油。,A2,simple,12,common_noun,Claude AI,,
7015,inhabit,6,ɪn'hæbɪt,(動) 居住；棲息；占據,"Inhabiting remote mountain villages, indigenous tribes maintain their unique cultural traditions for generations.",居住在偏遠山區的原住民部落世代維持著獨特的文化傳統。,B1,participial,13,noun (indigenous tribes),Claude AI,,
7016,inhabitant,6,ɪn'hæbɪtənt,(名) 居民；住民,"Since the earthquake damaged many buildings, the inhabitants had to relocate to temporary shelters.",由於地震損毀許多建築物，該地的居民不得不遷移到臨時庇護所。,B1,adv_clause,12,noun (inhabitants),Claude AI,,
7017,inhale,,ɪn'hel,(動) 吸入；吸氣,Only when nervous does the athlete inhale deeply before the competition.,只有在緊張時，運動員才會在比賽前深深吸氣。,B1,inversion,11,noun,Claude AI,,
7018,inherent,5,ɪn'hɛrənt,(形) 內在的；固有的；天生的,The problems inherent in this system require immediate attention from government officials.,這個系統中固有的問題需要政府官員立即關注。,B1,adj_clause,12,noun (problems),Claude AI,,
7019,inherently,5,ɪn'hɛrəntlɪ,(副) 本質上；固有地；內在地,Studying grammar regularly helps students to improve language skills inherently.,定期學習文法有助於學生本質上提升語言能力。,B1,infinitive_purpose,12,gerund,Claude AI,,
7020,inherit,5,ɪn'hɛrɪt,(動) 繼承；傳承；遺傳,Children often inherit both money and family values from their parents.,孩子經常從父母那裡繼承金錢和家庭價值觀。,B1,compound,11,noun (children),Claude AI,,
7021,inheritance,,'ɪnhɛrɪtəns,(名) 遺產；繼承；遺傳,The old house became part of Maria's inheritance after her grandmother passed away.,祖母過世後，那棟老房子成為瑪麗亞遺產的一部分。,B1,simple,11,concrete_noun,Claude AI,,
7022,inhibit,,ɪn'hɪbɪt,(動) 抑制；阻止；抑制,"Although strict rules inhibit students' freedom, they help maintain order in school.",雖然嚴格的規則阻止學生的自由，但它們幫助維持學校秩序。,B1,adv_clause,12,noun_phrase,Claude AI,,
7023,inhibited,,ɪn'hɪbətɪd,(形) 受抑制的；害羞的　(動) 抑制；阻止,"Feeling inhibited by strict classroom rules, many students hesitated to ask questions during lessons.",受到嚴格教室規則的抑制，許多學生在課堂上猶豫是否要提問。,B1,participial,13,noun (many students),Claude AI,,
7024,inhibition,,ɪn'hɪbɪʃən,(名) 抑制；禁止；害羞,The student's inhibition about speaking English in class is a problem that regular practice can solve.,這個學生在課堂上說英文的抑制心理是一個可以通過定期練習解決的問題。,B1,adj_clause,14,noun,Claude AI,,
7025,inhospitable,,ɪn'hɑspɪtəbəl,(形) 不好客的；不友善的　冷淡的；荒涼的,"If the local residents remain inhospitable, tourists will choose other destinations for their holidays.",如果當地居民仍然不好客，遊客將選擇其他地方度假。,B1,conditional_1,14,noun (residents/tourists),Claude AI,,
7026,inhumanly,,ɪn'hjumənlɪ,(副) 殘忍地；不人道地；極度地,"The factory treated workers inhumanly, forcing them to labor without rest or proper food.",該工廠對待工人極其殘忍，迫使他們在沒有休息或適當食物的情況下工作。,B1,simple,12,noun_phrase,Claude AI,,
7027,initial,4,'ɪnɪʃəl,(形) 最初的；開始的　(名) 姓名縮寫；首字母,Students need to submit their initial application form to register for the CSAT.,學生需要提交初始申請表以報名參加學測。,B1,infinitive_purpose,11,noun,Claude AI,,
7028,initialism,,'ɪnɪʃəlɪzəm,(名) 首字母縮略詞；字首詞,FBI and NASA are common initialisms that English learners must recognize quickly.,FBI和NASA是英文學習者必須快速辨認的常見首字母縮略詞。,B1,compound,11,initialism_example,Claude AI,,
7029,initially,4,'ɪnɪʃəlɪ,(副) 最初；起初　開始時；初期地,"Initially, the students found the math problem difficult, but they gradually understood the solution.",最初，學生們覺得這道數學題很難，但他們逐漸理解了解法。,A2,adv_clause,12,noun (students),Claude AI,,
7030,initiate,5,ɪ'nɪʃɪet,(動) 開始；發起；啟動,"Having initiated the project last month, the team now focuses on meeting deadlines.",在上個月開始這個項目後，團隊現在專注於按時完成。,B1,participial_perf,12,noun,Claude AI,,
7031,initiative,5,ɪ'nɪʃətɪv,(名) 主動；首創精神；倡議　(形) 主動的；積極的,The environmental project that the student council launched showed real initiative in addressing climate change.,學生會推動的那個環保計劃展現了真正的主動精神，在解決氣候變遷方面表現積極。,B1,adj_clause,12,noun,Claude AI,,
7032,inject,5,ɪn'dʒɛkt,(動) 注射；打針；注入,The doctor injected medicine into the patient's arm to relieve the pain.,醫生向患者的手臂注射藥物以緩解疼痛。,B1,compound,12,"noun (doctor, patient)",Claude AI,,
7033,injection,5,ɪn'dʒɛkʃən,(名) 注射；注入；注射液,"If the doctor had recommended an injection earlier, the patient would have recovered much faster.",如果醫生早些建議注射，病人恢復得會快得多。,B1,conditional_2,12,noun (the doctor),Claude AI,,
7034,injure,4,'ɪndʒɚ,(動) 傷害；受傷；損害,"The accident injured several passengers, and doctors treated them immediately.",那場事故傷害了幾名乘客，醫生立即進行治療。,A2,simple,11,noun (accident),Claude AI,,
7035,injured,,'ɪndʒɚd,(形) 受傷的；受害的　(動) 傷害；損害,"Injured in the car accident, the athlete had to cancel all competitions this season.",在車禍中受傷，這位運動員必須取消本賽季的所有比賽。,B1,participial,13,noun,Claude AI,,
7036,injurious,,ɪn'dʒʊrɪəs,(形) 有害的；傷害性的,"Injurious as smoking is to health, many teenagers still start the habit.",吸菸對健康有害，儘管如此，許多青少年仍然養成這個習慣。,B1,adv_clause,11,gerund,Claude AI,,
7037,injury,3,'ɪndʒɚi,(名) 傷害；受傷　(動) 傷害；損傷,Seldom does a serious injury fail to affect an athlete's performance during competition.,一項嚴重的傷害很少不會影響運動員在比賽中的表現。,B1-B2,inversion,12,noun,Claude AI,,
7038,injustice,6,ɪn'dʒʌstɪs,(名) 不公正；冤屈；不公平的行為,The student who suffered injustice deserved a fair hearing from school authorities.,遭受冤屈的學生值得獲得學校當局的公正聆訊。,B1,adj_clause,12,noun (student),Claude AI,,
7039,ink,2,'ɪŋk,(名) 墨水；墨汁　(動) 用墨水書寫；簽署,Students use ink to sign their names on important documents.,學生使用墨水在重要文件上簽署姓名。,A2,infinitive_purpose,10,noun,Claude AI,,
7040,inland,6,'ɪnlænd,(形) 內陸的；靠近內陸的　(名) 內陸；內地,Farmers in inland areas rely heavily on irrigation systems for crop production.,內陸地區的農民主要依靠灌溉系統進行農作物生產。,B1,compound,12,noun,Claude AI,,
7041,inlet,,'ɪnlɛt,(名) 入口；灣；狹窄的海灣,The boat sailed slowly into the rocky inlet near the fishing village.,漁船緩緩駛入漁村附近的岩石灣。,A2,simple,11,noun,Claude AI,,
7042,inmate,,'ɪnmet,(名) 獄中囚犯；監獄受刑人,"Although the inmate had served ten years in prison, rehabilitation programs gave him hope for a better future.",雖然這名獄中囚犯已在監獄服刑十年，但更生計畫卻給了他美好未來的希望。,B1,adv_clause,11,noun (inmate),Claude AI,,
7043,inn,3,'ɪn,(名) 旅館；小旅社；酒吧,"Staying at a small inn nestled in the mountain village, tourists enjoyed authentic local meals.",遊客住在坐落於山村的小旅館，享受道地的在地美食。,A2,participial,12,noun (tourists),Claude AI,,
7044,innards,,'ɪnɚdz,(名) 內臟；腸子；內部結構,"The machine's innards, which were exposed during repair, revealed countless tiny gears working together.",那台機器的內部結構在修理時被暴露出來，顯示無數個小齒輪一起運作。,B1,adj_clause,12,noun,Claude AI,,
7046,inneed,,ɪn'nid,(片) 需要；在困境中　(形) 貧困的；急需的,Students in need of extra tutoring should sign up early.,需要額外輔導的學生應該提早報名。,A2,simple,11,noun_phrase,Claude AI,,
7047,inner,3,'ɪnɚ,(形) 內部的；內心的　(名) 內部；內心,Many students practice meditation to develop their inner peace and focus.,許多學生練習冥想是為了培養內心的平靜和專注力。,B1,infinitive_purpose,12,noun_plural,Claude AI,,
7048,innermost,,'ɪnɚˌmost,(形) 最內層的；最深處的；最隱祕的,The innermost thoughts buried in one's heart often reveal true character.,埋藏在心底最深處的想法往往能夠顯露一個人的真實性格。,B1,compound,11,noun (thoughts),Claude AI,,
7049,inning,5,'ɪnɪŋ,(名) 局；回合；棒球比賽中一隊的攻擊機會,"Although the home team was losing by three runs, they scored five points in the ninth inning and won the game.",雖然主隊落後三分，但他們在第九局得了五分並贏得比賽。,A2,adv_clause,12,noun_phrase,Claude AI,,
7050,innocence,4,'ɪnəsəns,(名) 天真；無辜　(形) 純潔的；無罪的,"Having lost her innocence through betrayal, the young woman learned to trust fewer people.",因背叛而失去天真，這位年輕女性學會了相信較少的人。,B1,participial_perf,13,noun (the young woman),Claude AI,,
7051,innocent,3,'ɪnəsənt,(形) 無罪的；清白的；天真的,The defendant who was declared innocent by the court returned home with relief.,被法院宣判無罪的被告滿懷安慰地回家了。,A2,adj_clause,12,noun,Claude AI,,
7052,innocently,3,'ɪnəsəntlɪ,(副) 天真地；無辜地　無知地；純真地,The young student innocently asked the teacher a question that made everyone laugh.,那位年輕的學生天真地問老師一個問題，使得大家都笑了。,B1,compound,12,noun (the young student),Claude AI,,
7053,innovate,,ɪ'nɑvet,(動) 創新；革新　(名) 創新；創新事物,"If companies innovated their products regularly, they would attract more customers and stay competitive.",如果公司定期創新產品，就會吸引更多顧客並保持競爭力。,B1,conditional_2,11,noun,Claude AI,,
7054,innovation,5,ɪn'novəʃən,(名) 創新；革新；創新事物,The company introduced an innovation in smartphone technology last year.,這家公司去年在智慧型手機技術推出了一項創新。,B1,simple,11,noun,Claude AI,,
7055,innovative,5,'ɪnəvətɪv,(形) 創新的；革新的　(名) 創新者；革新者,"Combining traditional crafts with modern technology, innovative designers created products winning international awards.",創新設計師結合傳統工藝與現代科技，創作出贏得國際獎項的產品。,B1,participial,12,noun (designers),Claude AI,,
7056,innovator,,'ɪnəvetɚ,(名) 創新者；革新家；發明家,"Although the entrepreneur faced many challenges, becoming an innovator required persistent effort and creative thinking.",雖然這位企業家面臨許多挑戰，但成為創新者需要持續的努力和創意思考。,B1,adv_clause,12,noun (entrepreneur),Claude AI,,
7057,innumerable,6,ɪ'njumɚəbəl,(形) 無數的；數不清的；極多的,Seldom have scientists discovered innumerable species in a single rainforest ecosystem.,科學家很少在單一雨林生態系統中發現無數物種。,B1-B2,inversion,12,noun (scientists),Claude AI,,
7058,inoculate,,ɪn'ɑkjəˌlet,(動) 接種；注射疫苗；灌輸,Students who receive the vaccine that doctors inoculate before entering university will be better protected.,在進入大學前接受醫生注射疫苗的學生會受到更好的保護。,B1,adj_clause,13,noun,Claude AI,,
7059,input,4,'ɪnpʊt,(名) 輸入；投入　(動) 輸入；輸進,Students need to input their personal data to register for the CSAT exam.,學生需要輸入個人資料以便報名學測。,B1,infinitive_purpose,11,noun,Claude AI,,
7060,inquire,6,ɪn'kwaɪɚ,(動) 詢問；打聽；調查,The journalist inquired about the accident and collected detailed information from witnesses.,記者詢問了這起事故，並從目擊者那裡蒐集了詳細的資訊。,B1,compound,13,noun,Claude AI,,
7061,inquiring,,'ɪnkwɚɪŋ,(形) 詢問的；好奇的　(動) 詢問；打聽,The inquiring student asked her teacher many thoughtful questions about the science project.,那位好奇的學生向老師提出許多關於科學專題的深思熟慮的問題。,B1,simple,12,noun,Claude AI,,
7062,inquiry,5,ɪn'kwaɪɚi,(名) 詢問；調查　(動) 詢問；打聽,"As the scandal deepened, government officials launched a formal inquiry into the matter.",隨著醜聞惡化，政府官員對此事展開正式調查。,B1,adv_clause,12,noun,Claude AI,,
7063,inroad,,'ɪnrod,(名) 侵佔；滲透　(動) 逐漸侵入；佔領,"Making steady inroads into the market, the startup company attracted many investors and customers.",這家新創公司逐漸滲透市場，吸引了許多投資者和顧客。,B1,participial,12,noun (the startup company),Claude AI,,
7064,insane,5,ɪn'sen,(形) 瘋狂的；精神失常的；極端的,The training schedule that the coach designed was so insane that many athletes complained about it.,教練設計的訓練計劃非常瘋狂，許多運動員都抱怨它。,B1,adj_clause,12,noun (schedule),Claude AI,,
7065,insanitary,,ɪn'sænətɛri,(形) 不衛生的；髒的；不適合居住的,"If the kitchen remains insanitary, the restaurant will face serious health code violations.",如果廚房仍然不衛生，餐廳將面臨嚴重的衛生法規違規。,B1,conditional_1,12,noun,Claude AI,,
7066,insanity,,ɪn'sænəti,(名) 瘋狂；精神失常；極度愚蠢,Repeating the same mistake and expecting different results is pure insanity.,重複犯同樣的錯誤卻期望得到不同結果，這純粹是瘋狂。,B1,simple,12,noun,Claude AI,,
7067,insatiable,,ɪn'seʃəbl,(形) 永遠滿足不了的；無法滿足的,Athletes practice relentlessly to satisfy their insatiable hunger for victory.,運動員不懈練習以滿足他們對勝利永遠滿足不了的渴望。,B1,infinitive_purpose,11,noun,Claude AI,,
7068,inscribe,,ɪn'skraɪb,(動) 銘刻；雕刻　題寫；簽名,The jeweler inscribed the couple's initials on the back of the wedding ring.,珠寶商在婚戒背面銘刻了這對夫婦的首字母。,B1,compound,13,noun,Claude AI,,
7069,inscription,,ɪn'skrɪpʃən,(名) 銘文；題詞；題贈,"As visitors walked through the museum, they read the inscription carved on the ancient stone tablet carefully.",當參觀者走過博物館時，他們仔細閱讀刻在古石碑上的銘文。,B1,adv_clause,14,noun (visitors),Claude AI,,
7070,insect,1,'ɪnsɛkt,(名) 昆蟲；蟲子,"Having studied the insect's wings closely, the biologist discovered a new species.",仔細研究過這隻昆蟲的翅膀後，生物學家發現了一個新物種。,B1,participial_perf,12,noun,Claude AI,,
7071,insecticide,,'ɪnsɛkˌtsəˌsad,(名) 殺蟲劑；農藥　(形) 殺蟲的；殺蟲用的,Farmers spray insecticide on crops that have been damaged by pests.,農民在受蟲害損害的農作物上噴灑殺蟲劑。,B1,adj_clause,11,noun (farmers),Claude AI,,
7072,insecure,,ɪn'sɪkjɚ,(形) 不安全的；沒有自信的；缺乏信心,"Feeling insecure about academic performance, many students study harder before major exams.",對學業表現感到沒有自信，許多學生在大考前更加用功讀書。,B1,compound,12,gerund + noun,Claude AI,,
7073,insentient,,ɪn'sɛnʃənt,(形) 無感覺的；無生命的,"If a stone were insentient, it would not respond to any external stimuli.",如果石頭是無生命的，它就不會對任何外部刺激做出反應。,B1,conditional_2,12,noun,Claude AI,,
7074,inseparable,,ɪn'sɛpɚəbəl,(形) 不可分離的；密不可分的,"The two best friends were inseparable, spending every day together.",這兩個最好的朋友密不可分，每天都在一起。,B1,simple,11,noun,Claude AI,,
7075,insert,4,,(名) ['ɪnsɝt] 插頁；嵌入物　(動) [ɪn'sɝt] 插入；放入；刊登,"Inserting a USB drive into the computer, the student downloaded the homework files quickly.",將USB隨身碟插入電腦，那位學生快速下載了作業檔案。,B1,participial,12,noun (the student),Claude AI,,
7076,inshort,,'ɪnʃɔrt,(副) 簡言之；總之,"In short, studying regularly helps students pass the CSAT exam more easily.",簡言之，定期讀書能幫助學生更容易通過學測考試。,A2,adv_clause,12,noun,Claude AI,,
7077,inside out,,,(片) 徹底地；完全地；裡外翻轉,Only after turning the bag inside out did Maria find her lost keys.,只有把包包完全翻轉後，瑪麗亞才找到她遺失的鑰匙。,B1,inversion,12,noun (Maria),Claude AI,,
7078,inside,1,'ɪnsaɪd,(形) 內部的；裡面的　(副) 在...裡面；內部　(名) 內部；裡面,The secret documents inside the locked drawer revealed information that officials had hidden for years.,鎖著的抽屜內部的機密文件揭露了官員多年來隱藏的資訊。,A2,adj_clause,12,noun,Claude AI,,
