word,kk_phonetics,chinese_meaning,count,years
stress,/strɛs/,壓力；強調,8,"102,103,104,105,106,107,108,109,110,111,112,113"
success,/səkˈsɛs/,成功,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
successful,/səkˈsɛsfəl/,成功的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
suit,/sut/,西裝；適合,8,"102,103,104,105,106,107,108,109,110,111,112,113"
sunny,/ˈsʌni/,晴朗的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
supermarket,/ˈsupɚˌmɑrkɪt/,超市,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
sweet,/swit/,甜的；糖果,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
table,/ˈtebl/,桌子；表格,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
tall,/tɔl/,高的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
taxi,/ˈtæksi/,計程車,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
tea,/ti/,茶,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
teenager,/ˈtiˌnedʒɚ/,青少年,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
telephone,/ˈtɛlɪˌfon/,電話,8,"102,103,104,105,107,108,109,110,111,112,113,114"
temperature,/ˈtɛmprɪtʃɚ/,溫度,8,"102,103,104,105,106,107,108,109,110,111,112,113"
tent,/tɛnt/,帳篷,8,"102,103,104,105,106,107,108,109,110,111,112,113"
thick,/θɪk/,厚的,8,"102,103,104,106,107,108,109,110,111,112,113,114"
thin,/θɪn/,薄的；細的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
throw,/θro/,投擲,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
tie,/taɪ/,領帶；綁,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
tonight,/təˈnaɪt/,今晚,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
tool,/tul/,工具,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
touch,/tʌtʃ/,觸摸,8,"102,103,104,105,106,107,108,109,110,111,112,113"
tour,/tʊr/,旅遊；參觀,8,"102,103,104,105,106,107,108,109,110,111,112,113"
tradition,/trəˈdɪʃən/,傳統,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
traditional,/trəˈdɪʃənl/,傳統的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
traffic,/ˈtræfɪk/,交通；交通流量,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
trip,/trɪp/,旅行,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
trouble,/ˈtrʌbl/,麻煩,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
trust,/trʌst/,信任,8,"102,103,104,105,106,107,108,109,110,111,112,113"
type,/taɪp/,類型；打字,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
unique,/juˈnik/,獨特的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
university,/ˌjunɪˈvɝsɪti/,大學,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
useful,/ˈjusfəl/,有用的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
valley,/ˈvæli/,山谷,8,"102,103,104,105,106,107,108,109,110,111,112,113"
vegetable,/ˈvɛdʒtəbl/,蔬菜,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
view,/vju/,景色；觀點,8,"102,103,104,105,106,107,108,109,110,111,112,113"
vote,/vot/,投票,8,"102,103,104,105,106,107,108,109,110,111,112,113"
wake,/wek/,醒來；叫醒,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
warm,/wɔrm/,溫暖的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
waste,/west/,浪費,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
wave,/wev/,波浪；揮手,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
website,/ˈwɛbˌsaɪt/,網站,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
wide,/waɪd/,寬的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
wild,/waɪld/,野生的,8,"102,103,104,105,106,107,108,109,110,111,112,113"
wind,/wɪnd/,風,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
wise,/waɪz/,聰明的；明智的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
wonder,/ˈwʌndɚ/,驚奇；想知道,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
wonderful,/ˈwʌndɚfəl/,美好的；精彩的,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
yard,/jɑrd/,院子；碼,8,"102,103,104,105,106,107,108,109,110,111,112,113,114"
zoo,/zu/,動物園,8,"102,103,104,105,106,107,108,109,110,111,112,113"
